gene_id	gene_name	gene_description	chr	start	end	strand	baseMean	log2FoldChange	padj	significant	direction
100422908	MIR3129	microRNA 3129	chr2	189133036	189133111	-	4231.54094794765	3.33309994634016	0.883989014783048	FALSE	Up
55843	ARHGAP15	Rho GTPase activating protein 15	chr2	143091362	143768352	+	3787.57457084022	0.197466086920073	0.000854563530354963	FALSE	Up
85441	HELZ2	helicase with zinc finger 2	chr20	63558086	63574239	-	5912.84526458243	-1.90225343747338	0.000101038228814303	TRUE	Down
1236	CCR7	C-C motif chemokine receptor 7	chr17	40553769	40565472	-	9834.19999676058	-0.0234020006408773	0.886002637828855	FALSE	Down
8537	BCAS1	brain enriched myelin associated protein 1	chr20	53936777	54070594	-	4628.32631707424	0.973298222546948	2.17363307826792e-05	FALSE	Up
27136	MORC1	MORC family CW-type zinc finger 1	chr3	108958248	109118134	-	4152.02418269822	-1.1162209208722	0.0888834028425359	FALSE	Down
284312	ZSCAN1	zinc finger and SCAN domain containing 1	chr19	58034025	58054631	+	9564.29126625648	1.03638140163919	8.53470392073732e-05	TRUE	Up
100874270	HAO2-IT1	HAO2 intronic transcript 1	chr1	119368946	119370331	+	2006.88711901661	-1.50211743456074	0.0846671304737328	FALSE	Down
114336	CGB2	chorionic gonadotropin subunit beta 2	chr19	49031890	49033238	+	3691.61544758128	-0.977889978874466	2.01949814072371e-06	FALSE	Down
54437	SEMA5B	semaphorin 5B	chr3	122909082	123028605	-	4434.34224145021	1.92786585298769	0.276201536260707	FALSE	Up
101928837	TSKU-AS1	TSKU antisense RNA 1	chr11	76782581	76783062	-	1915.07898982614	2.3111096544433	0.0224902803111959	TRUE	Up
90678	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	chr9	127451489	127503499	+	1984.07798667438	1.63279712589412	0.000558704369573789	TRUE	Up
54718	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene	chr6	26421391	26432383	+	1295.71994072991	-2.05870811380229	0.000351475484800344	TRUE	Down
10268	RAMP3	receptor activity modifying protein 3	chr7	45157791	45186302	+	7879.87536074827	1.46023590613971	0.00379249937876828	TRUE	Up
56033	BARX1	BARX homeobox 1	chr9	93951627	93955355	-	2864.04185608029	-1.34225005810927	1.87164707614241e-06	TRUE	Down
101926941	SPRY4-AS1	SPRY4 antisense RNA 1	chr5	142325209	142672001	+	2476.48912685225	1.00366641584399	0.000242019572131903	TRUE	Up
6709	SPTAN1	spectrin alpha, non-erythrocytic 1	chr9	128552558	128633662	+	1657.67926271074	-1.26079370845879	0.0452988320432166	TRUE	Down
124903074	LOC124903074	uncharacterized LOC124903074	chr12	90809207	90810689	+	1185.63453357667	-0.766504339318013	0.147521238406874	FALSE	Down
10093	ARPC4	actin related protein 2/3 complex subunit 4	chr3	9792495	9813071	+	8278.63889751723	0.281828164734404	0.0400095647665054	FALSE	Up
9520	NPEPPS	aminopeptidase puromycin sensitive	chr17	47522942	47624665	+	3460.11314468458	-0.155165493670503	1.4929382622252e-06	FALSE	Down
442896	MIR302D	microRNA 302d	chr4	112648004	112648071	-	5982.34809155343	-1.38875366979375	0.0107495008902383	TRUE	Down
4995	OR3A2	olfactory receptor family 3 subfamily A member 2	chr17	3276177	3386317	-	2890.13655348215	-0.173891981625787	0.00643665124029339	FALSE	Down
414328	IDNK	IDNK gluconokinase	chr9	83623049	83644130	+	4588.58684116276	0.752550064103169	0.557584196563636	FALSE	Up
127550	A3GALT2	alpha 1,3-galactosyltransferase 2	chr1	33306766	33321098	-	5293.20807967335	1.2401779965023	0.271280206995241	FALSE	Up
101927078	LOC101927078	uncharacterized LOC101927078	chr5	114475339	114668410	-	5115.62812763034	2.89178585721286	0.00131331877106584	TRUE	Up
26062	HYAL6P	hyaluronidase 6, pseudogene	chr7	123814139	123829252	+	7400.75601096498	1.55185705913304	0.150277490184753	FALSE	Up
55779	CFAP44	cilia and flagella associated protein 44	chr3	113286930	113441610	-	1829.48176419595	-1.68513064926322	0.226835130184504	FALSE	Down
124900180	LOC124900180	small nucleolar RNA SNORA3/SNORA45 family	chr4	73263960	73264084	+	5657.27882690961	0.709930196692709	9.09609739491231e-05	FALSE	Up
406948	MIR15A	microRNA 15a	chr13	50049119	50049201	-	9906.46175245289	0.462594774465244	0.616101495920411	FALSE	Up
100422937	MIR4275	microRNA 4275	chr4	28819582	28819668	+	7450.01166583505	0.613020602356216	0.0236714020334464	FALSE	Up
406968	MIR193A	microRNA 193a	chr17	31559996	31560083	+	7908.85518746683	1.15262007408356	2.26001430753928e-05	TRUE	Up
10507	SEMA4D	semaphorin 4D	chr9	89360787	89498130	-	2201.21961453464	1.46665170177445	0.049106716814905	TRUE	Up
5982	RFC2	replication factor C subunit 2	chr7	74231499	74254458	-	7837.37620482454	1.01894605600695	0.0971565270989493	FALSE	Up
101927889	LINC01153	long intergenic non-protein coding RNA 1153	chr10	121178700	121185966	+	1826.05270954547	1.00708700184778	1.27957900268774e-06	TRUE	Up
79968	WDR76	WD repeat domain 76	chr15	43826980	43868412	+	5680.20336498274	-1.54053914166949	3.82138321021047e-06	TRUE	Down
101930749	LINC00397	long intergenic non-protein coding RNA 397	chr13	87801036	87803808	-	3964.31216525147	-3.52444361072858	0.00192998114654704	TRUE	Down
101928919	LINC02489	long intergenic non-protein coding RNA 2489	chr11	46256264	46274547	-	5636.80179467192	1.20227500558299	0.00356602997721219	TRUE	Up
102465520	MIR6862-1	microRNA 6862-1	chr16	28390982	28391051	-	5414.76992339594	1.12499038712091	0.00228668936994007	TRUE	Up
170589	GPHA2	glycoprotein hormone subunit alpha 2	chr11	64934471	64935893	-	7513.68774546776	-0.59905304049305	0.000406838412271523	FALSE	Down
101927243	LOC101927243	uncharacterized LOC101927243	chr7	77416673	77425444	+	3077.23022127291	-0.129387271757903	0.0382474424532764	FALSE	Down
124900221	LOC124900221	small nucleolar RNA SNORA67	chr6	11709819	11709960	+	6683.22845013347	-1.03246841236841	1.78584632669597e-06	TRUE	Down
114034	TOE1	target of EGR1, exonuclease	chr1	45340052	45343973	+	3706.10491900472	0.725801212262264	0.0101728460247252	FALSE	Up
84936	ZFYVE19	zinc finger FYVE-type containing 19	chr15	40807086	40815084	+	7826.85227490729	-1.68163692640269	8.79324772535306e-05	TRUE	Down
537	ATP6AP1	ATPase H+ transporting accessory protein 1	chrX	154428633	154436516	+	7577.54063200206	-0.636532650019639	0.00378160199549507	FALSE	Down
130502	TTC32	tetratricopeptide repeat domain 32	chr2	19896631	19901983	-	3289.8776034941	0.0314518083264455	0.00920640663299898	FALSE	Up
3001	GZMA	granzyme A	chr5	55102646	55110252	+	7709.27459214581	0.950998221167782	1.78572984572597e-05	FALSE	Up
100616160	MIR4655	microRNA 4655	chr7	1844180	1844253	-	8983.29273461132	0.489264811989214	0.0103456916845698	FALSE	Up
100505616	SNHG21	small nucleolar RNA host gene 21	chr15	82750564	82757206	+	7733.25395664899	1.15722176630184	0.12698060624136	FALSE	Up
400533	LINC02167	long intergenic non-protein coding RNA 2167	chr16	35743268	35756515	+	712.523310906254	2.84788724320706	0.000599083823963775	TRUE	Up
105375680	LINC02845	long intergenic non-protein coding RNA 2845	chr8	101387299	101393255	-	6370.20285834558	-0.898103705492266	9.21946616945335e-05	FALSE	Down
100874028	SGO1-AS1	SGO1 antisense RNA 1	chr3	20174244	20186427	+	9661.09581743833	-0.430337102985852	0.000724551762004159	FALSE	Down
102465800	MIR7702	microRNA 7702	chr9	111271156	111271214	-	8736.28684545634	-1.17897448671306	1.83702049173835e-06	TRUE	Down
105378123	LOC105378123	uncharacterized LOC105378123	chr6	167164565	167167233	-	4677.92260678951	-1.28078892640693	0.00486859933158718	TRUE	Down
195828	ZNF367	zinc finger protein 367	chr9	96385941	96418370	-	7301.11260347534	5.01542348985969	0.62066719422777	FALSE	Up
105379593	LOC105379593	uncharacterized LOC105379593	chr15_KI270852v1_alt	56126	83263	-	5824.38884429168	-0.162525088789268	0.00391321982434315	FALSE	Down
440574	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	chr1	19484403	19629821	+	3874.89100831561	-2.57097840603959	0.000196778277183656	TRUE	Down
8741	TNFSF13	TNF superfamily member 13	chr17	7558292	7561608	+	4773.34179376718	-0.580564072016949	0.000494875305340056	FALSE	Down
10	NAT2	N-acetyltransferase 2	chr8	18386311	18401218	+	9018.52985419799	0.82074165675987	3.84513045772225e-05	FALSE	Up
107986655	HIVEP2-DT	HIVEP2 divergent transcript	chr6	142946406	142957945	+	2004.00078019127	-0.149446664606347	7.38407982500032e-05	FALSE	Down
594	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	chr6	80106647	80466674	+	3516.67765783146	2.49555864547548	0.000166613270365026	TRUE	Up
155184	SLC2A7	solute carrier family 2 member 7	chr1	9002973	9026423	-	3211.12937630853	-0.228048104950976	0.103806489836714	FALSE	Down
8079	MLF2	myeloid leukemia factor 2	chr12	6747996	6767475	-	6124.35709032463	2.66460402397116	1.23079776995316e-06	TRUE	Up
649446	DLGAP1-AS1	DLGAP1 antisense RNA 1	chr18	3593732	3598363	+	9353.6178044416	1.61942005852732	0.0588735527575954	FALSE	Up
107987065	LOC107987065	uncharacterized LOC107987065	chr9	38360427	38376430	+	4419.36576137785	0.77362171246821	0.000425983035998889	FALSE	Up
3696	ITGB8	integrin subunit beta 8	chr7	20330702	20415754	+	9809.77592849871	0.2856370727557	0.00528863006791775	FALSE	Up
9141	PDCD5	programmed cell death 5	chr19	32581190	32587453	+	873.72158505721	0.670944393547511	3.45470377075332e-06	FALSE	Up
107986841	LOC107986841	uncharacterized LOC107986841	chr7	124032458	124392545	+	1461.68274150463	1.80387375672289	0.0108436323079423	TRUE	Up
64763	ZNF574	zinc finger protein 574	chr19	42068477	42081552	+	6224.56121205818	0.777581691481301	1.16509330444534e-06	FALSE	Up
54464	XRN1	5'-3' exoribonuclease 1	chr3	142306607	142448062	-	6391.59601428546	-1.45467327118751	0.00536595501885144	TRUE	Down
493754	RABGEF1P1	RABGEF1 pseudogene 1	chr7	66526088	66592397	-	602.580665312707	-0.905044757042241	0.239752813934373	FALSE	Down
728239	MAGED4	MAGE family member D4	chrX	52184876	52192268	+	2961.219836073	-0.276487527279326	0.000904620091548446	FALSE	Down
5879	RAC1	Rac family small GTPase 1	chr7	6374527	6403967	+	8849.03271337273	0.922379591241966	5.8273823012575e-05	FALSE	Up
101927278	HPS1-AS1	HPS1 antisense RNA 1	chr10	98446287	98453810	+	5364.46111214813	-0.296833234305769	1.90576999328593e-06	FALSE	Down
128966703	MAGEB17-AS1	MAGEB17 antisense RNA 1	chrX	16152941	16170869	-	6891.48912366247	-0.339360289197592	0.00111141084340624	FALSE	Down
51454	GULP1	GULP PTB domain containing engulfment adaptor 1	chr2	188291669	188595931	+	6366.45735437051	-1.21039878561655	0.0143003311711255	TRUE	Down
124902937	LOC124902937	uncharacterized LOC124902937	chr12	53531752	53621218	+	6154.60766169708	-0.220975618490917	2.66274883589951e-06	FALSE	Down
100423018	MIR3156-3	microRNA 3156-3	chr21	13406384	13406460	-	3030.94560339581	-3.2456163352444	0.0482373662377419	TRUE	Down
54805	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	chr10	102918294	103090222	+	4236.85522182845	0.512490346260816	0.00491149820991183	FALSE	Up
100533955	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)	chr17	7563287	7578715	+	6134.46132772602	0.511766298960524	3.14544692445379e-06	FALSE	Up
585	BBS4	Bardet-Biedl syndrome 4	chr15	72686179	72738475	+	2432.77899228269	2.17352890319598	0.0823672515941085	FALSE	Up
23270	TSPYL4	TSPY like 4	chr6	116249964	116254075	-	9523.97225661203	0.963293853815752	0.0157322904150516	FALSE	Up
4616	GADD45B	growth arrest and DNA damage inducible beta	chr19	2476127	2478259	+	8958.46788636176	1.97220052309347	0.0003862834446199	TRUE	Up
6491	STIL	STIL centriolar assembly protein	chr1	47250139	47314892	-	1407.22766490188	-1.54378466508553	0.391814137298282	FALSE	Down
5269	SERPINB6	serpin family B member 6	chr6	2948159	2972165	-	5084.84413271537	-0.281917735827506	0.00499517271655716	FALSE	Down
105369895	LOC105369895	uncharacterized LOC105369895	chr12	90617759	90808748	-	3460.24596268777	0.128214068113827	0.595607428605609	FALSE	Up
283358	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	chr12	459939	563509	+	9607.52010245342	-1.37409509216074	1.19592262333444e-05	TRUE	Down
105373537	LINC01886	long intergenic non-protein coding RNA 1886	chr2	107529292	107556499	+	6172.29609503644	-1.88990678232149	0.181689730685588	FALSE	Down
112268145	LOC112268145	uncharacterized LOC112268145	chr15	72638821	72640125	+	6289.42318001064	-0.394945428513743	0.00970447207718961	FALSE	Down
100616287	MIR4495	microRNA 4495	chr12	97939056	97939121	-	6459.39846750814	0.103259133152983	0.202059202170291	FALSE	Up
8650	NUMB	NUMB endocytic adaptor protein	chr14	73275107	73458617	-	9800.06455578143	4.00099709965569	2.53251481071646e-05	TRUE	Up
101928738	LINC01978	long intergenic non-protein coding RNA 1978	chr17	79919310	79926018	+	5274.14851013804	-1.29806711436883	0.00199856074492836	TRUE	Down
51374	ATRAID	all-trans retinoic acid induced differentiation factor	chr2	27212041	27217178	+	5749.21216350282	1.86717184394524	4.88706000924106e-06	TRUE	Up
642414	LOC642414	tripartite motif containing 64B pseudogene	chr11	89820082	89826922	+	6359.31298228912	0.522019562406743	0.402131588863141	FALSE	Up
8365	H4C8	H4 clustered histone 8	chr6	26285126	26285534	-	1721.94287278922	1.92482514986887	2.06567950711652e-06	TRUE	Up
6667	SP1	Sp1 transcription factor	chr12	53380176	53416446	+	4352.06040689722	-0.135401098244168	0.000121825853746609	FALSE	Down
124842	TMEM132E	transmembrane protein 132E	chr17	34579487	34639318	+	9107.46885214932	-1.58976511166361	0.0119203116896441	TRUE	Down
4951	OCM2	oncomodulin 2	chr7	97984687	97991169	-	5757.63356968295	3.14233938052928	0.0568560414925117	FALSE	Up
4143	MAT1A	methionine adenosyltransferase 1A	chr10	80271820	80289658	-	9085.34228041535	1.24763979048499	0.00870826754275365	TRUE	Up
105374914	LOC105374914	uncharacterized LOC105374914	chr6	8436135	9225441	+	4731.42137841787	-1.07454018870944	0.00441064841154281	TRUE	Down
105370764	LOC105370764	uncharacterized LOC105370764	chr15	34993646	35011191	+	2764.18260247214	-0.0337789441738403	0.000160756858183873	FALSE	Down
171220	DSTNP2	DSTN pseudogene 2	chr12	6884682	6885786	+	8204.64308326133	0.542129771268246	6.89507205827971e-05	FALSE	Up
83638	C11orf68	chromosome 11 open reading frame 68	chr11	65916810	65919062	-	5269.76890033111	0.405425175520646	1.55504057521998e-05	FALSE	Up
394	ARHGAP5	Rho GTPase activating protein 5	chr14	32076114	32159728	+	7615.56996505708	-0.0874920708217459	0.000106238156293515	FALSE	Down
116804915	LNCDAT	lncRNA divergent activator of TBXT	chr6	166167920	166171376	+	1713.18722587777	-1.46752753968076	0.000863624906072391	TRUE	Down
7127	TNFAIP2	TNF alpha induced protein 2	chr14	103121476	103137439	+	4928.92392859561	3.23794154363961	0.270374546327629	FALSE	Up
8360	H4C4	H4 clustered histone 4	chr6	26188710	26189112	-	4210.51613623044	0.295892938263921	0.0223657144569957	FALSE	Up
677769	SCARNA17	small Cajal body-specific RNA 17	chr18	49813965	49814454	+	9055.24474677397	0.841491998245694	0.0459775190901117	FALSE	Up
1108	CHD4	chromodomain helicase DNA binding protein 4	chr12	6556886	6608430	-	467.83028369071	1.60938679598734	5.50297881459076e-05	TRUE	Up
344	APOC2	apolipoprotein C2	chr19	44946051	44949565	+	5680.79122339143	-1.50694167751263	0.00182274073681594	TRUE	Down
101929488	LOC101929488	uncharacterized LOC101929488	chr8	57341021	57365444	+	8421.73223240301	-1.13238989397264	9.41929928281242e-05	TRUE	Down
84289	ING5	inhibitor of growth family member 5	chr2	241687085	241729478	+	7189.24888835056	-0.701102147113727	0.0013918136066247	FALSE	Down
57110	PLAAT1	phospholipase A and acyltransferase 1	chr3	193241128	193277738	+	8248.10040494194	-3.94668094444379	0.00102698681855387	TRUE	Down
54995	OXSM	3-oxoacyl-ACP synthase, mitochondrial	chr3	25783073	25794534	+	5905.49769272562	0.578866710288772	0.738328432028218	FALSE	Up
220001	VWCE	von Willebrand factor C and EGF domains	chr11	61258286	61295316	-	675.565414091107	0.527728746183142	0.00113368082589015	FALSE	Up
26870	RNU1-2	RNA, U1 small nuclear 2	chr1	16895980	16896143	+	2708.46655264963	3.24958458126419	0.265203330274914	FALSE	Up
80317	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	chr6	28349947	28369172	+	4290.40081539657	-0.40122052018636	7.90562429009512e-06	FALSE	Down
100126309	MIR875	microRNA 875	chr8	99536786	99536861	-	7687.66279426171	1.10031279467748	7.71816807423191e-05	TRUE	Up
124900325	LOC124900325	small nucleolar RNA SNORD74	chr12	93266017	93266096	+	5453.70060554007	-0.323899248909351	9.6408850126948e-06	FALSE	Down
6988	TCTA	T cell leukemia translocation altered	chr3	49412212	49416476	+	330.885092823301	-0.50397440619712	0.0340605902072105	FALSE	Down
124904098	LOC124904098	uncharacterized LOC124904098	chr17	22692762	22706703	+	2995.49261443084	1.18181305111459	1.87389876410517e-06	TRUE	Up
100616384	MIR548AC	microRNA 548ac	chr1	116560024	116560111	-	1672.19780188287	-0.434504005447089	0.508289263865018	FALSE	Down
474343	SPIN2B	spindlin family member 2B	chrX	57118551	57121548	-	4638.08731220895	0.451628366348775	4.40286941209804e-06	FALSE	Up
4524	MTHFR	methylenetetrahydrofolate reductase	chr1	11785723	11806455	-	7351.40795428772	-1.63970823084677	0.00860234897896452	TRUE	Down
388815	MIR99AHG	mir-99a-let-7c cluster host gene	chr21	15928296	16646364	+	4614.61138706421	-0.92686502532509	1.4710585344037e-06	FALSE	Down
7425	VGF	VGF nerve growth factor inducible	chr7	101162509	101165569	-	8926.71071382705	0.0402226408670763	0.408850348428367	FALSE	Up
105370203	LOC105370203	uncharacterized LOC105370203	chr13	49235513	49247840	-	6030.47100903001	0.402212165961695	0.000629892309843275	FALSE	Up
400410	ST20	suppressor of tumorigenicity 20	chr15	79898840	79923702	-	668.51840512827	-0.742556675681285	1.17231160831042e-05	FALSE	Down
5724	PTAFR	platelet activating factor receptor	chr1	28147166	28193936	-	1595.41703818832	-1.15526895545841	4.01987911093191e-05	TRUE	Down
100874092	UBE2E1-AS1	UBE2E1 antisense RNA 1	chr3	23804024	23806905	-	8816.34011849528	0.0836615851643819	1.36776517487449e-06	FALSE	Up
100874159	LINC00400	long intergenic non-protein coding RNA 400	chr13	43158631	43159466	+	3529.29142094916	4.88375517106811	0.00022193883655692	TRUE	Up
9184	BUB3	BUB3 mitotic checkpoint protein	chr10	123154402	123170467	+	919.799642120488	-0.589105789725614	0.000541714781595792	FALSE	Down
6196	RPS6KA2	ribosomal protein S6 kinase A2	chr6	166409364	166906451	-	2708.44297188334	-0.918331813851671	1.49603389613478e-06	FALSE	Down
4121	MAN1A1	mannosidase alpha class 1A member 1	chr6	119177205	119349761	-	2762.05157852499	-1.1502402141055	0.003226684580543	TRUE	Down
7516	XRCC2	X-ray repair cross complementing 2	chr7	152644776	152676193	-	3574.23661036417	0.752699620717519	0.00016962078758929	FALSE	Up
84900	RNFT2	ring finger protein, transmembrane 2	chr12	116738178	116853631	+	927.509866531473	1.30266094682717	0.00277086967089702	TRUE	Up
102723724	LOC102723724	uncharacterized LOC102723724	chr6	140575812	140898448	-	2373.7647682731	-3.07825059187477	1.9430332894812e-05	TRUE	Down
102466972	MIR6508	microRNA 6508	chr21	39447010	39447069	+	4283.1910972856	-1.1638144063885	0.000406598592611341	TRUE	Down
